cuit,year,pais,expo,labor,dext_trade,cname,ccode,tfin_real_us,develop,merco
30708806362,2004,208,13680,13,0,CHILE,CHL,0,0,1
30528105676,2006,208,90,51,0,CHILE,CHL,382.63916,0,1
30639960125,2005,208,2007.62,6,0,CHILE,CHL,0,0,1
30709738867,2007,208,117168.58,11,252,CHILE,CHL,0,0,1
33554441349,2006,208,2867.04,15,0,CHILE,CHL,0,0,1
30708590270,2008,208,44464,20,0,CHILE,CHL,0,0,1
30709034940,2006,208,49093.3,16,0,CHILE,CHL,0,0,1
30707767215,2006,208,11212.12,13,0,CHILE,CHL,26.650835,0,1
33682973329,2004,208,70,18,0,CHILE,CHL,1.6077715,0,1
30708228733,2004,208,11415,5,0,CHILE,CHL,0,0,1
30703394228,2007,208,156005.57,12,6250,CHILE,CHL,0,0,1
30707822933,2005,208,58955.38,23,0,CHILE,CHL,.1377573,0,1
30503480286,2007,208,8888.08,11,0,CHILE,CHL,0,0,1
30680649479,2005,208,650,7,0,CHILE,CHL,0,0,1
30707345019,2004,208,78896.67999999999,8,0,CHILE,CHL,0,0,1
30708647132,2006,208,138467.64,8,0,CHILE,CHL,0,0,1
33707577229,2004,208,50,16,27171,CHILE,CHL,0,0,1
30622728679,2005,208,7548,42,0,CHILE,CHL,0,0,1
30568211169,2007,208,0,,4461,CHILE,CHL,0,0,1
30631051371,2006,208,3870.51,6,0,CHILE,CHL,0,0,1
30613753903,2004,208,1392.48,24,0,CHILE,CHL,.71836603,0,1
30707716629,2004,208,36021.39,9,0,CHILE,CHL,8.962472,0,1
30708649496,2006,208,4628.57,5,0,CHILE,CHL,0,0,1
30692034089,2008,208,17312.8,31,0,CHILE,CHL,5.4386463,0,1
30707518509,2008,208,863060.4300000001,6,1100622,CHILE,CHL,11.831442,0,1
30709769053,2008,208,5183.14,12,0,CHILE,CHL,9.0326061,0,1
30570030384,2005,208,12200,22,0,CHILE,CHL,.034439325,0,1
30539592676,2004,208,45856.02,103,0,CHILE,CHL,29.384592,0,1
30708410493,2006,208,137644.65,18,64355,CHILE,CHL,0,0,1
30685939734,2004,208,3209.77,7,0,CHILE,CHL,0,0,1
30568211169,2006,208,9296,6,4461,CHILE,CHL,38.961292,0,1
33709312249,2008,208,7035.23,13,0,CHILE,CHL,1.3994179,0,1
30615832835,2005,208,155908,14,92289,CHILE,CHL,19.217142,0,1
30655462224,2008,208,8802.860000000001,230,0,CHILE,CHL,390.91467,0,1
30516026517,2005,208,220036.21,26,0,CHILE,CHL,0,0,1
30708186313,2005,208,281.52,38,0,CHILE,CHL,105.1777,0,1
30708992522,2007,208,0,,8284,CHILE,CHL,0,0,1
30698944338,2005,208,185.62,7,0,CHILE,CHL,0,0,1
30661814132,2006,208,60000,7,0,CHILE,CHL,0,0,1
30661450602,2006,208,1803.1,12,0,CHILE,CHL,0,0,1
30709323365,2008,208,9590.469999999999,37,0,CHILE,CHL,2.035517,0,1
30583298165,2006,208,130361.77,146,0,CHILE,CHL,2242.0752,0,1
30708769629,2006,208,45779.33,11,0,CHILE,CHL,0,0,1
30698944338,2006,208,880.5599999999999,10,0,CHILE,CHL,0,0,1
30702970675,2006,208,8572,23,0,CHILE,CHL,0,0,1
30708531401,2006,208,15335.53,7,0,CHILE,CHL,0,0,1
30708090472,2007,208,14980.83,48,0,CHILE,CHL,0,0,1
33708346409,2005,208,26482.83,29,32429,CHILE,CHL,0,0,1
33707622739,2005,208,45136,14,0,CHILE,CHL,13.810168,0,1
30580256151,2005,208,2217.14,14,0,CHILE,CHL,0,0,1
30645636461,2006,208,51719.41,28,46031,CHILE,CHL,159.08649,0,1
30708888849,2005,208,11705.7,11,0,CHILE,CHL,0,0,1
30503963171,2004,208,7142.86,35,0,CHILE,CHL,0,0,1
30502358924,2006,208,280079.12,23,0,CHILE,CHL,0,0,1
33709031479,2005,208,2294.65,19,0,CHILE,CHL,.51658988,0,1
30709572438,2008,208,8154.29,24,0,CHILE,CHL,122.48087,0,1
30696058462,2005,208,1747.23,14,0,CHILE,CHL,0,0,1
30708348445,2008,208,20792.27,53,0,CHILE,CHL,0,0,1
30709427152,2006,208,25483.5,22,0,CHILE,CHL,121.40208,0,1
30708359196,2005,208,0,,9913.5546875,CHILE,CHL,0,0,1
30503190423,2006,208,8659.059999999999,45,0,CHILE,CHL,0,0,1
30567020734,2008,208,61317.36,126,0,CHILE,CHL,2705.9971,0,1
30638661663,2008,208,6413.98,13,0,CHILE,CHL,0,0,1
30674526357,2006,208,25380.92,137,173388,CHILE,CHL,.5565899,0,1
30708168617,2004,208,6225.85,12,0,CHILE,CHL,1.0262372,0,1
30581784011,2007,208,1512,13,0,CHILE,CHL,1.2275294,0,1
30708225947,2005,208,266301.88,177,0,CHILE,CHL,0,0,1
30707595406,2006,208,14784,34,0,CHILE,CHL,0,0,1
30707264477,2007,208,12323.82,53,0,CHILE,CHL,149.37094,0,1
30708487364,2004,208,1805,14,0,CHILE,CHL,0,0,1
30698273670,2007,208,3971.43,6,0,CHILE,CHL,0,0,1
30708219122,2005,208,21649.6,18,0,CHILE,CHL,0,0,1
30688883292,2006,208,70796.56,27,0,CHILE,CHL,0,0,1
30709206598,2006,208,205025,16,0,CHILE,CHL,0,0,1
30522291125,2004,208,4433.94,39,5404,CHILE,CHL,0,0,1
33604014129,2007,208,5952,30,0,CHILE,CHL,0,0,1
30696179421,2004,208,0,,366000,CHILE,CHL,0,0,1
30709242918,2008,208,45200.8,18,0,CHILE,CHL,.41346434,0,1
30694939062,2005,208,7619.04,23,0,CHILE,CHL,22.764393,0,1
30698017011,2008,208,4904.04,12,0,CHILE,CHL,7.9194326,0,1
30686422174,2007,208,56902.39000000001,7,0,CHILE,CHL,0,0,1
30644505339,2006,208,109749.12,92,223592,CHILE,CHL,1610.0182,0,1
33708073119,2008,208,0,,2960,CHILE,CHL,0,0,1
30572568837,2004,208,19560,9,0,CHILE,CHL,0,0,1
30708585447,2005,208,9826,14,0,CHILE,CHL,0,0,1
30642639117,2006,208,16722,19,0,CHILE,CHL,0,0,1
30697254184,2008,208,6876,119,0,CHILE,CHL,5.6930861,0,1
30710042043,2008,208,81070.48000000001,33,0,CHILE,CHL,1.3994179,0,1
30707873252,2004,208,5498.919999999999,5,0,CHILE,CHL,0,0,1
30599556962,2008,208,9470,19,4460,CHILE,CHL,0,0,1
30556875827,2007,208,4992,7,0,CHILE,CHL,0,0,1
30708342870,2005,208,32072.83,7,0,CHILE,CHL,0,0,1
30670488639,2005,208,150,118,847779,CHILE,CHL,0,0,1
30522120045,2006,208,13801.85,21,0,CHILE,CHL,0,0,1
30522020342,2008,208,11568.75,21,0,CHILE,CHL,0,0,1
30631051371,2004,208,3781.16,5,0,CHILE,CHL,0,0,1
30707227423,2007,208,733399.99,87,0,CHILE,CHL,0,0,1
33693704109,2008,208,570.47,27,0,CHILE,CHL,0,0,1
30708772433,2006,208,7694.280000000001,9,0,CHILE,CHL,15.289852,0,1
30708926716,2006,208,0,,92740,CHILE,CHL,0,0,1
30516026517,2008,208,587858,31,0,CHILE,CHL,166.18086,0,1
30658175994,2005,208,6762,10,0,CHILE,CHL,40.225132,0,1
30696685203,2005,208,7868.799999999999,5,0,CHILE,CHL,0,0,1
30708657243,2006,208,0,,111277.556640625,CHILE,CHL,0,0,1
30561625588,2004,208,220639.79,94,0,CHILE,CHL,0,0,1
30697708762,2006,208,29776.34,28,0,CHILE,CHL,180.10594,0,1
30708351934,2008,208,0,,4009.52392578125,CHILE,CHL,0,0,1
30661177663,2007,208,10289.51,8,0,CHILE,CHL,0,0,1
30604999657,2007,208,1951220.35,293,0,CHILE,CHL,215.26991,0,1
30709009970,2006,208,25023.97,9,0,CHILE,CHL,0,0,1
30708280190,2005,208,3428.57,8,39364,CHILE,CHL,31.202026,0,1
30709091227,2005,208,34510.44,6,0,CHILE,CHL,.068878651,0,1
30708158522,2006,208,4230.64,30,0,CHILE,CHL,111.5799,0,1
30708590416,2007,208,29416.47,21,0,CHILE,CHL,124.49733,0,1
30708430001,2007,208,450027,38,100000,CHILE,CHL,6.6545019,0,1
33707622739,2007,208,5122193.44,44,0,CHILE,CHL,0,0,1
30708500905,2004,208,9008.08,7,17186,CHILE,CHL,0,0,1
30502103527,2004,208,1500,7,0,CHILE,CHL,0,0,1
30708926716,2007,208,0,,276863,CHILE,CHL,0,0,1
33708790449,2006,208,323963.7499999999,48,0,CHILE,CHL,0,0,1
30547277828,2004,208,103809.42,11,18950,CHILE,CHL,0,0,1
30707607234,2005,208,115273.4,10,0,CHILE,CHL,0,0,1
30707316736,2007,208,5500,53,0,CHILE,CHL,2.2612383,0,1
30708494905,2008,208,93338.22,30,0,CHILE,CHL,0,0,1
30708920416,2007,208,18938.7,5,0,CHILE,CHL,0,0,1
30585236760,2005,208,2007.2,114,0,CHILE,CHL,245.6557,0,1
30708422785,2006,208,1200,11,0,CHILE,CHL,153.97896,0,1
30503190423,2008,208,32542.4,45,0,CHILE,CHL,.28624454,0,1
30521307370,2007,208,6063.8,18,0,CHILE,CHL,0,0,1
33655865239,2007,208,15050,16,0,CHILE,CHL,59.502876,0,1
30708321334,2004,208,2143357.66,16,123782,CHILE,CHL,1.5393558,0,1
30708891564,2005,208,1200.87,7,0,CHILE,CHL,0,0,1
30708458143,2006,208,9635.459999999999,14,0,CHILE,CHL,155.68147,0,1
30686422174,2004,208,9693.319999999998,6,0,CHILE,CHL,0,0,1
30708222417,2005,208,1020,17,0,CHILE,CHL,0,0,1
30707051767,2008,208,100733.67,1,0,CHILE,CHL,0,0,1
30684228087,2006,208,487.02,9,0,CHILE,CHL,101.65951,0,1
30709034940,2008,208,4968.29,14,0,CHILE,CHL,0,0,1
30643342398,2006,208,9230,18,0,CHILE,CHL,37.258785,0,1
30686422174,2006,208,7525.75,5,0,CHILE,CHL,0,0,1
33708881169,2008,208,72750.63,29,9391,CHILE,CHL,3.6257644,0,1
30503863169,2006,208,11469,31,0,CHILE,CHL,0,0,1
30707510753,2006,208,2857.14,9,0,CHILE,CHL,7.1701875,0,1
33708097689,2007,208,98480,20,783790,CHILE,CHL,11.047765,0,1
30709718335,2008,208,90738.41,18,0,CHILE,CHL,0,0,1
30708000430,2005,208,152103.26,42,0,CHILE,CHL,10.917266,0,1
30708321334,2006,208,6265905.339999999,22,832655,CHILE,CHL,1289.1604,0,1
33689679949,2007,208,2478.62,16,0,CHILE,CHL,0,0,1
30708530014,2006,208,114267.38,29,0,CHILE,CHL,0,0,1
30709738867,2008,208,164370.8,11,0,CHILE,CHL,58.552917,0,1
30686422174,2008,208,66291.73,7,0,CHILE,CHL,0,0,1
33687672289,2008,208,17439.99,45,0,CHILE,CHL,.031804953,0,1
30707510753,2007,208,9416.549999999999,13,0,CHILE,CHL,17.766874,0,1
30708657960,2006,208,2401,79,0,CHILE,CHL,421.8624,0,1
30683201711,2006,208,9700,6,0,CHILE,CHL,0,0,1
30591164151,2008,208,27718.52,19,0,CHILE,CHL,0,0,1
30690988352,2008,208,47975.6,66,0,CHILE,CHL,147.89302,0,1
30707970495,2007,208,14024.4,82,0,CHILE,CHL,103.14478,0,1
33708790449,2004,208,70204.51000000001,27,0,CHILE,CHL,7.0468287,0,1
30707299890,2004,208,70,1,0,CHILE,CHL,0,0,1
30709554529,2008,208,1342.58,8,0,CHILE,CHL,1.5266377,0,1
30610855292,2006,208,37125.18,23,0,CHILE,CHL,86.17321,0,1
30691709422,2005,208,57182.5,9,0,CHILE,CHL,30.478802,0,1
33517441533,2008,208,1305,39,0,CHILE,CHL,0,0,1
30708573244,2006,208,9388.5,6,0,CHILE,CHL,0,0,1
30688197216,2007,208,8402.85,69,0,CHILE,CHL,146.30212,0,1
30633669011,2006,208,4.76,23,0,CHILE,CHL,123.39925,0,1
30708380853,2005,208,100,10,0,CHILE,CHL,0,0,1
30525442027,2006,208,3455500.35,488,0,CHILE,CHL,.1964435,0,1
30708200227,2008,208,1149.52,11,0,CHILE,CHL,15.93428,0,1
30708713704,2005,208,124771.33,12,0,CHILE,CHL,0,0,1
30692939197,2005,208,19600,18,9740,CHILE,CHL,.82654381,0,1
30707792007,2008,208,11329.75,25,0,CHILE,CHL,0,0,1
30708590270,2006,208,103960,15,0,CHILE,CHL,0,0,1
30604999657,2006,208,435200.51,292,0,CHILE,CHL,672.16418,0,1
30700545659,2005,208,5219.15,5,0,CHILE,CHL,0,0,1
30707795944,2008,208,54870,5,0,CHILE,CHL,0,0,1
30575976766,2005,208,8446,47,0,CHILE,CHL,25.967251,0,1
33709350809,2008,208,41966.61,33,0,CHILE,CHL,25.889231,0,1
30686354209,2005,208,6555.33,24,0,CHILE,CHL,31.615299,0,1
30701140326,2007,208,11186.85,12,0,CHILE,CHL,0,0,1
30708097744,2007,208,365700,28,199768,CHILE,CHL,0,0,1
30520738254,2004,208,30878.05,119,0,CHILE,CHL,0,0,1
30709155861,2008,208,81458,11,0,CHILE,CHL,156.7348,0,1
30576748872,2004,208,57816,43,0,CHILE,CHL,67.868484,0,1
30708014644,2005,208,11401.71,8,0,CHILE,CHL,0,0,1
33709656789,2008,208,37673.44,12,0,CHILE,CHL,121.08144,0,1
30707970258,2007,208,13355.3,18,0,CHILE,CHL,0,0,1
30709558265,2008,208,24315.96,18,7966,CHILE,CHL,0,0,1
30709312495,2007,208,3369.52,7,0,CHILE,CHL,0,0,1
30678234040,2004,208,40198.08,7,0,CHILE,CHL,0,0,1
30504164086,2005,208,8377.139999999999,22,0,CHILE,CHL,0,0,1
30707588477,2006,208,24212.42,11,0,CHILE,CHL,0,0,1
30709370045,2008,208,307812.34,53,30961,CHILE,CHL,43.954445,0,1
30708049448,2004,208,9637.699999999999,7,0,CHILE,CHL,0,0,1
30707051767,2007,208,45397,18,0,CHILE,CHL,22.09553,0,1
30708210966,2006,208,9887.030000000001,9,3799,CHILE,CHL,4.911087,0,1
30709896535,2008,208,75213.05,6,0,CHILE,CHL,0,0,1
30577102755,2005,208,14780,16,14780,CHILE,CHL,0,0,1
30708154071,2005,208,50364.25000000001,18,0,CHILE,CHL,0,0,1
30671851249,2007,208,1122920.13,43,0,CHILE,CHL,462.35867,0,1
30701528561,2006,208,8443.360000000001,10,0,CHILE,CHL,0,0,1
30536780811,2008,208,122504.91,131,0,CHILE,CHL,0,0,1
30708930969,2006,208,1890,18,0,CHILE,CHL,9.6912127,0,1
30697708762,2007,208,21964.3,28,0,CHILE,CHL,289.1478,0,1
30577102755,2008,208,14055,16,3455,CHILE,CHL,0,0,1
30708814977,2005,208,36842.95999999999,33,0,CHILE,CHL,0,0,1
30615533897,2006,208,15940,17,0,CHILE,CHL,0,0,1
30708237295,2006,208,33887.8,6,9794,CHILE,CHL,0,0,1
30516607129,2006,208,9295.15,12,0,CHILE,CHL,0,0,1
30710025394,2008,208,2822.85,11,0,CHILE,CHL,9.6368999,0,1
30701448061,2005,208,6406.66,16,0,CHILE,CHL,.034439325,0,1
30610451434,2005,208,857.14,7,0,CHILE,CHL,0,0,1
30707976264,2005,208,35342.31,19,0,CHILE,CHL,0,0,1
30708494905,2005,208,19288.98,9,0,CHILE,CHL,0,0,1
33710083849,2008,208,48095.19,10,27884,CHILE,CHL,0,0,1
33708790449,2007,208,207912,49,0,CHILE,CHL,0,0,1
30708572493,2008,208,62581.77,37,0,CHILE,CHL,1206.5209,0,1
30708158522,2007,208,14058.46,27,0,CHILE,CHL,149.46786,0,1
30650056716,2005,208,1833.72,9,0,CHILE,CHL,0,0,1
30707421874,2005,208,7188.57,22,11195,CHILE,CHL,34.267128,0,1
30707227709,2008,208,4100,28,0,CHILE,CHL,272.56842,0,1
30708022019,2004,208,2500,22,0,CHILE,CHL,0,0,1
30651668138,2005,208,3360,91,0,CHILE,CHL,0,0,1
30710147147,2008,208,31190.45,13,0,CHILE,CHL,0,0,1
30521913920,2004,208,2411.67,6,0,CHILE,CHL,0,0,1
30707165789,2007,208,181332.06,19,0,CHILE,CHL,125.04649,0,1
33687672289,2005,208,181677.62,47,0,CHILE,CHL,0,0,1
30517059303,2004,208,31593.52,33,0,CHILE,CHL,0,0,1
30606568432,2008,208,3347.62,11,0,CHILE,CHL,4.1028385,0,1
30707611444,2007,208,4880.950000000001,16,0,CHILE,CHL,63.476192,0,1
30708271604,2006,208,8212.110000000001,6,0,CHILE,CHL,0,0,1
30672667883,2008,208,69725.05,16,39823,CHILE,CHL,86.954742,0,1
30624323315,2007,208,130951.44,176,0,CHILE,CHL,40.605381,0,1
30709373559,2007,208,142857,21,0,CHILE,CHL,294.25174,0,1
30700962829,2006,208,7663.89,8,0,CHILE,CHL,14.07845,0,1
33708549369,2004,208,79971.35000000001,6,0,CHILE,CHL,0,0,1
33620247419,2008,208,77661.67999999999,8,0,CHILE,CHL,0,0,1
30585559659,2008,208,23030,14,0,CHILE,CHL,0,0,1
33707622739,2006,208,741541.63,23,0,CHILE,CHL,9.6257315,0,1
30581784011,2006,208,2659.6,12,0,CHILE,CHL,1.3751044,0,1
30663528684,2007,208,424733.73,42,0,CHILE,CHL,0,0,1
30709675229,2008,208,101058.57,25,0,CHILE,CHL,32.027584,0,1
30709142905,2007,208,5053.2,18,0,CHILE,CHL,0,0,1
30505725774,2004,208,10114.28,126,0,CHILE,CHL,85.622391,0,1
30708227753,2006,208,0,,14805,CHILE,CHL,0,0,1
30709239275,2008,208,111945.6,14,0,CHILE,CHL,328.48154,0,1
30694604095,2005,208,9904.75,21,0,CHILE,CHL,0,0,1
30500583181,2007,208,10971.42,134,0,CHILE,CHL,258.29803,0,1
30613753903,2005,208,792.86,41,0,CHILE,CHL,0,0,1
30708410493,2004,208,33054.17,7,22884,CHILE,CHL,0,0,1
30659007300,2004,208,4095.24,12,0,CHILE,CHL,2.8050482,0,1
30691027437,2007,208,13931.75,24,0,CHILE,CHL,0,0,1
30500902198,2006,208,6145.02,18,0,CHILE,CHL,0,0,1
30708539739,2006,208,52020.01000000001,148,0,CHILE,CHL,0,0,1
30707673989,2008,208,162267.13,113,0,CHILE,CHL,2357.6692,0,1
30708697725,2008,208,13005.11,9,0,CHILE,CHL,0,0,1
30583727732,2008,208,8587.42,9,0,CHILE,CHL,0,0,1
30708158522,2008,208,3885.66,53,0,CHILE,CHL,80.498329,0,1
30519013521,2004,208,5242,5,4042,CHILE,CHL,15.427766,0,1
30567020734,2005,208,27015.65,156,0,CHILE,CHL,771.47528,0,1
30675116047,2005,208,0,,2209,CHILE,CHL,0,0,1
30709882380,2007,208,5712.38,5,0,CHILE,CHL,0,0,1
30695426395,2005,208,2747.5,9,0,CHILE,CHL,0,0,1
30550974203,2005,208,844259.3899999999,326,0,CHILE,CHL,687.23676,0,1
30707970495,2008,208,70247,81,36750,CHILE,CHL,421.25659,0,1
30708288205,2005,208,14580,35,0,CHILE,CHL,1.5153303,0,1
30707628312,2006,208,44845.62,176,0,CHILE,CHL,1034.1768,0,1
30707848703,2007,208,4106.66,15,0,CHILE,CHL,0,0,1
30556875827,2005,208,5276,6,0,CHILE,CHL,0,0,1
33709656789,2007,208,19861.45,10,0,CHILE,CHL,114.25714,0,1
30555487068,2007,208,60911.84,18,0,CHILE,CHL,0,0,1
30516273824,2007,208,9291.52,23,0,CHILE,CHL,0,0,1
30708432144,2006,208,31710.33,47,9618,CHILE,CHL,0,0,1
33555466949,2007,208,54084.23,16,17937,CHILE,CHL,0,0,1
30707165789,2005,208,143283.03,20,0,CHILE,CHL,87.062614,0,1
30517252847,2006,208,60215.15,63,12655,CHILE,CHL,.7530334,0,1
30710109202,2008,208,8234.610000000001,16,0,CHILE,CHL,25.857426,0,1
33622044159,2004,208,195717.12,57,26420,CHILE,CHL,26.305882,0,1
30649177577,2004,208,6829.2,18,6045,CHILE,CHL,0,0,1
30684807923,2006,208,171970,9,0,CHILE,CHL,0,0,1
33700164069,2008,208,16160.9,11,0,CHILE,CHL,0,0,1
30645814750,2007,208,5921.34,35,0,CHILE,CHL,196.76004,0,1
30581320589,2008,208,295729.68,151,0,CHILE,CHL,0,0,1
30581320589,2006,208,66665.28999999999,134,0,CHILE,CHL,0,0,1
30707613501,2007,208,66889.45999999999,9,69139,CHILE,CHL,9.5295048,0,1
30707847774,2006,208,16577,43,0,CHILE,CHL,12.670606,0,1
30708361387,2004,208,47481.87,34,0,CHILE,CHL,0,0,1
30609765018,2008,208,22857.12,12,0,CHILE,CHL,0,0,1
30708394110,2005,208,6662.97,35,0,CHILE,CHL,.034439325,0,1
30707160906,2007,208,3039.25,31,0,CHILE,CHL,0,0,1
30707453350,2008,208,0,,38000,CHILE,CHL,0,0,1
30658175994,2006,208,2377.8,9,0,CHILE,CHL,119.76505,0,1
30709080055,2007,208,13203.79,20,0,CHILE,CHL,42.188248,0,1
30631051371,2005,208,8467.879999999999,5,0,CHILE,CHL,0,0,1
30707737979,2006,208,78790.06999999999,19,0,CHILE,CHL,0,0,1
30631721970,2006,208,9985,14,0,CHILE,CHL,0,0,1
30683950129,2008,208,129708.6,38,66174,CHILE,CHL,132.9765,0,1
30694416159,2008,208,8610,65,0,CHILE,CHL,778.77606,0,1
30556987773,2008,208,397077.56,68,0,CHILE,CHL,75.504951,0,1
30709263885,2007,208,0,,960,CHILE,CHL,0,0,1
33708790449,2008,208,240512,42,0,CHILE,CHL,0,0,1
30708651350,2007,208,120833.21,32,0,CHILE,CHL,174.11536,0,1
30707409149,2005,208,22964.68,14,0,CHILE,CHL,0,0,1
30590886889,2006,208,50470,44,20170,CHILE,CHL,11.622907,0,1
30552999637,2006,208,5466.66,12,0,CHILE,CHL,0,0,1
30709091227,2008,208,132156.72,5,0,CHILE,CHL,165.41756,0,1
30695576664,2006,208,24921.5,8,0,CHILE,CHL,218.47791,0,1
30708241942,2005,208,126498.45,17,0,CHILE,CHL,0,0,1
30708430206,2008,208,0,,8825.4287109375,CHILE,CHL,0,0,1
30709244252,2007,208,310580,30,234253,CHILE,CHL,150.43697,0,1
30707633197,2007,208,8,30,0,CHILE,CHL,874.51782,0,1
30708174595,2005,208,6253.33,2,0,CHILE,CHL,0,0,1
30710346298,2008,208,46357.6,14,0,CHILE,CHL,0,0,1
30708707844,2008,208,68635.73,75,0,CHILE,CHL,0,0,1
30708177659,2008,208,34780,12,0,CHILE,CHL,3.8165941,0,1
30647400384,2004,208,37246.2,19,0,CHILE,CHL,12.862173,0,1
30563010343,2007,208,9048.4,113,0,CHILE,CHL,0,0,1
30558794514,2005,208,1517.55,9,0,CHILE,CHL,0,0,1
30708221712,2005,208,3800,5,0,CHILE,CHL,0,0,1
30708769629,2005,208,17846.67,7,0,CHILE,CHL,0,0,1
30707986529,2007,208,10254.3,111,0,CHILE,CHL,0,0,1
30692939197,2006,208,13500,17,0,CHILE,CHL,.392887,0,1
30504819988,2008,208,195236.17,504,0,CHILE,CHL,0,0,1
30700877589,2006,208,52780,14,0,CHILE,CHL,0,0,1
33709993599,2008,208,195700,7,0,CHILE,CHL,0,0,1
30709089265,2007,208,0,,2556,CHILE,CHL,0,0,1
30710067798,2008,208,1864.8,26,0,CHILE,CHL,102.7618,0,1
30709217921,2007,208,59050,19,0,CHILE,CHL,0,0,1
30707613501,2008,208,420780.53,2,155800,CHILE,CHL,.31804952,0,1
33708881169,2006,208,42240.99000000001,21,0,CHILE,CHL,.58933049,0,1
30694688787,2005,208,3714.28,13,3900,CHILE,CHL,0,0,1
30708312785,2006,208,5714.28,8,0,CHILE,CHL,0,0,1
30700877589,2008,208,9605,16,0,CHILE,CHL,6.8380647,0,1
30707611444,2005,208,8361.709999999999,17,0,CHILE,CHL,53.518707,0,1
30578661219,2005,208,2888.58,52,0,CHILE,CHL,0,0,1
30519527703,2006,208,12045.72,58,0,CHILE,CHL,0,0,1
30554146674,2004,208,1922,25,0,CHILE,CHL,0,0,1
33708881169,2007,208,62871.4,26,4970,CHILE,CHL,.22612384,0,1
30630656938,2008,208,7360.57,19,0,CHILE,CHL,0,0,1
30708103191,2004,208,5091,27,0,CHILE,CHL,0,0,1
30659936158,2008,208,5078.4,7,0,CHILE,CHL,19.782681,0,1
30503490834,2007,208,30773.92,15,0,CHILE,CHL,0,0,1
30602669838,2006,208,11475,26,0,CHILE,CHL,59.915264,0,1
30688400240,2007,208,115043.36,224,0,CHILE,CHL,0,0,1
33515651859,2006,208,7530.26,51,0,CHILE,CHL,0,0,1
30696027311,2007,208,140026.91,27,0,CHILE,CHL,24.582891,0,1
30615832835,2004,208,56390.42,10,32660,CHILE,CHL,0,0,1
30633243766,2005,208,8329.52,45,0,CHILE,CHL,0,0,1
30621054119,2005,208,5335.85,18,0,CHILE,CHL,0,0,1
30502570362,2007,208,12001.68,23,0,CHILE,CHL,0,0,1
30710051786,2007,208,41397.07,9,0,CHILE,CHL,.41994426,0,1
30708595140,2005,208,117380.03,111,0,CHILE,CHL,0,0,1
30707060871,2005,208,19600,50,0,CHILE,CHL,109.9992,0,1
30707505113,2008,208,149955.02,49,10800,CHILE,CHL,1235.9404,0,1
30708998105,2006,208,13780.7,77,0,CHILE,CHL,29.008156,0,1
30708751711,2004,208,10856.49,37,0,CHILE,CHL,0,0,1
30560701744,2005,208,22567,6,0,CHILE,CHL,0,0,1
30517059303,2007,208,22147.59,44,0,CHILE,CHL,3.9733191,0,1
30500727639,2007,208,14276.6,54,0,CHILE,CHL,0,0,1
30707794751,2005,208,84177.45000000001,40,0,CHILE,CHL,164.41333,0,1
30578885567,2007,208,110304.17,436,0,CHILE,CHL,341.31778,0,1
30703470218,2006,208,51333.66,25,0,CHILE,CHL,0,0,1
33709749809,2008,208,3107,20,0,CHILE,CHL,0,0,1
30632188680,2007,208,17667.84,90,0,CHILE,CHL,195.40331,0,1
30708200227,2005,208,3571.43,9,0,CHILE,CHL,0,0,1
30709499870,2008,208,2634,6,0,CHILE,CHL,6.6472344,0,1
30694939062,2006,208,50,17,0,CHILE,CHL,0,0,1
30589650189,2007,208,1541.48,45,0,CHILE,CHL,0,0,1
30691196603,2005,208,12004.75,7,0,CHILE,CHL,0,0,1
30708590416,2008,208,60862.8,18,0,CHILE,CHL,74.455391,0,1
30707922377,2006,208,4634.110000000001,10,0,CHILE,CHL,0,0,1
30638661663,2007,208,9582.439999999999,14,0,CHILE,CHL,0,0,1
30519013521,2005,208,1560,5,1560,CHILE,CHL,28.99791,0,1
30707316604,2005,208,1297.62,10,0,CHILE,CHL,94.673698,0,1
30558999655,2006,208,647573.64,30,0,CHILE,CHL,0,0,1
33709178569,2008,208,15145.44,6,0,CHILE,CHL,42.26878,0,1
30621411477,2005,208,781.43,10,0,CHILE,CHL,0,0,1
30624323315,2006,208,121175.9,125,0,CHILE,CHL,0,0,1
30649177577,2008,208,15700.03,36,0,CHILE,CHL,.095414855,0,1
30708713704,2007,208,185214.03,10,0,CHILE,CHL,0,0,1
30516234039,2008,208,35458.94,82,0,CHILE,CHL,0,0,1
30577102755,2007,208,23120,16,0,CHILE,CHL,0,0,1
33554441349,2005,208,3047.62,15,3200,CHILE,CHL,0,0,1
30506988337,2006,208,1026030.08,47,1088000,CHILE,CHL,189.8299,0,1
30550984616,2004,208,412,19,0,CHILE,CHL,0,0,1
30683734272,2005,208,1957,5,0,CHILE,CHL,0,0,1
30613137498,2005,208,26400,32,0,CHILE,CHL,186.2823,0,1
30708384239,2004,208,310672,90,204839,CHILE,CHL,0,0,1
30642639117,2008,208,95956.78,15,0,CHILE,CHL,0,0,1
30690988352,2004,208,10435.21,42,0,CHILE,CHL,20.901031,0,1
30503490834,2008,208,21091.88,16,0,CHILE,CHL,0,0,1
30708791705,2008,208,18369.93,7,0,CHILE,CHL,.031804953,0,1
30679115274,2004,208,8165.65,15,0,CHILE,CHL,0,0,1
30709427152,2007,208,20780,21,0,CHILE,CHL,219.79237,0,1
33620247419,2007,208,61790.38,7,0,CHILE,CHL,1.6797771,0,1
